INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	INT	INT	INT	INT	STRING	INT
200310	Nuôi con dßŞng già, tích thóc phòng _____	Hoang	HÕn	NÕn	#	#	#	1	-1	-1	-1	-1	-1	Tøc ngæ danh ngôn	3
200311	Mßa xuân quÛ nhß d¥u, r½i nhi«u nông dân_____	S¥u	Vui	LÕc	#	#	#	1	-1	-1	-1	-1	-1	Tøc ngæ danh ngôn	3
200312	L§p xuân mßa tr§n ba, kh¡p n½i ğ«u là _____	 GÕo	Lß½ng	C¯c	#	#	#	1	-1	-1	-1	-1	-1	Tøc ngæ danh ngôn	3
200313	Mßa xuân kéo ng§p ruµng, ______ ğ§u ván m¤t sÕch gi¯ng	Lúa mÕch	Lúa	ĞÕi ğ§u	#	#	#	1	-1	-1	-1	-1	-1	Tøc ngæ danh ngôn	3
200314	MÕch sş _____ mßa li«n ğêm	Thanh minh	B¸ g£p	Mßa hÕt	#	#	#	1	-1	-1	-1	-1	-1	Tøc ngæ danh ngôn	3
200315	Mßa tháng ba, ğ¡t nhß d¥u; mßa tháng b¯n, d­ ğµng _______	Cu¯c	Tay	Li«m	#	#	#	1	-1	-1	-1	-1	-1	Tøc ngæ danh ngôn	3
200316	Ğêm mßa	Ğ½m	Ğ¬	Bài	#	#	#	1	-1	-1	-1	-1	-1	Tøc ngæ danh ngôn	3
200317	Câu danh ngôn sau là cüa ai? C± chi l§p ğÕi sñ giä, b¤t duy hæu siêu thª chi tài, di®c t¤t hæu kiên nhçn b¤t bÕt chi chí	Tô ThÑc 	Lı BÕch	Tào Tháo	#	#	#	1	-1	-1	-1	-1	-1	Tøc ngæ danh ngôn	3
200318	Câu danh ngôn sau là cüa ai? Tráng tâm v¸ dæ niên câu lão, tØ khÑ do nång tác quÖ hùng,	Løc Du	Ğào Nguyên Minh	Tô ThÑc 	#	#	#	1	-1	-1	-1	-1	-1	Tøc ngæ danh ngôn	3
200319	Câu danh ngôn sau là cüa ai? Yªn tß¾c hí phiên sài, yên thÑc h°ng hµc du	Tào Thñc	Tào Tháo	Tào Phi	#	#	#	1	-1	-1	-1	-1	-1	Tøc ngæ danh ngôn	3
200320	Câu danh ngôn sau là cüa ai? Cùng thä ích kiên, b¤t ğoÕ thanh vân chi chí	Vß½ng Bµt	Ğ² Phü	Lı BÕch	#	#	#	1	-1	-1	-1	-1	-1	Tøc ngæ danh ngôn	3
200321	Câu danh ngôn sau là cüa ai? Ngña hay trong chu°ng, chí ngoài vÕn d£m; kë sî v« già, chí khí b¤t di®t	Tào Tháo	Gia Cát Lßşng	Tôn Kiên	#	#	#	1	-1	-1	-1	-1	-1	Tøc ngæ danh ngôn	3
200322	Câu danh ngôn sau là cüa ai? Ba quân có th¬ cß¾p tß¾ng, kë vô h÷c không th¬ cß¾p chí	Kh±ng tØ	Tôn tØ	MÕnh tØ	#	#	#	1	-1	-1	-1	-1	-1	Tøc ngæ danh ngôn	3
200323	Câu danh ngôn sau là cüa ai? Chí b¤t cß¶ng giä trí b¤t ğÕt	M£c Ğ¸ch	MÕnh tØ	Kh±ng tØ	#	#	#	1	-1	-1	-1	-1	-1	Tøc ngæ danh ngôn	3
200324	Mµt ğşi hai nh¶ ba v« không, mµt nghî hai ____ ba thành công	Làm	L¤y	Khán	#	#	#	1	-1	-1	-1	-1	-1	Tøc ngæ danh ngôn	3
200325	Mß¶i nåm luy®n ğßşc vån tú tài, mß¶i nåm không luy®n ğßşc ____ tú tài	Ği«n	Trß½ng	Lı	#	#	#	1	-1	-1	-1	-1	-1	Tøc ngæ danh ngôn	3
200326	Ngß¶i _____ trên ğ¶i, dao mài trên ğá	Luy®n	S¯ng	Làm	#	#	#	1	-1	-1	-1	-1	-1	Tøc ngæ danh ngôn	3
200327	Ngß¶i _____ ngàn d£m ğß¶ng, h½n ğ÷c mß¶i nåm sách	Ği	DÕo	Khán	#	#	#	1	-1	-1	-1	-1	-1	Tøc ngæ danh ngôn	3
200328	Tim ngß¶i cách _____, nhìn ngß¶i nhìn hành vi	Da bøng	Vách tß¶ng	Phª ph±i	#	#	#	1	-1	-1	-1	-1	-1	Tøc ngæ danh ngôn	3
200329	Ba ngày không ğ÷c vøng mi®ng, ba nåm không làm vøng ____	Tay	Chân	M§t	#	#	#	1	-1	-1	-1	-1	-1	Tøc ngæ danh ngôn	3
200330	Trong h° có cá chép to, không b¢ng ____ n¢m trên ğîa	TÑc Ngß	Ô Quy	Th¸t gà	#	#	#	1	-1	-1	-1	-1	-1	Tøc ngæ danh ngôn	3
200331	Mi®ng nói không b¢ng ____ ğªn tai nghe không b¢ng m¡t th¤y	Ngß¶i	Tâm	Tay	#	#	#	1	-1	-1	-1	-1	-1	Tøc ngæ danh ngôn	3
200332	L§p xuân mßa tr§n ba, kh¡p n½i ğ«u là _____	 GÕo	Lß½ng	C¯c	#	#	#	1	-1	-1	-1	-1	-1	Tøc ngæ danh ngôn	3
200333	Mßa xuân kéo ng§p ruµng, ______ ğ§u ván m¤t sÕch gi¯ng	Lúa mÕch	Lúa	ĞÕi ğ§u	#	#	#	1	-1	-1	-1	-1	-1	Tøc ngæ danh ngôn	3
200334	MÕch sş _____ mßa li«n ğêm	Thanh minh	B¸ g£p	Mßa hÕt	#	#	#	1	-1	-1	-1	-1	-1	Tøc ngæ danh ngôn	3
200335	Mßa tháng ba, ğ¡t nhß d¥u; mßa tháng b¯n, d­ ğµng _______	Cu¯c	Tay	Li«m	#	#	#	1	-1	-1	-1	-1	-1	Tøc ngæ danh ngôn	3
200336	Ğêm mßa	Ğ½m	Ğ¬	Bài	#	#	#	1	-1	-1	-1	-1	-1	Tøc ngæ danh ngôn	3
200337	Câu danh ngôn sau là cüa ai? Ğ¶i ngß¶i nhß ng÷n nªn, t× ğ¥u ğªn cu¯i ğ«u luôn cháy sáng	Tiêu S· Næ	Thu C¦n	L² T¤n	#	#	#	1	-1	-1	-1	-1	-1	Tøc ngæ danh ngôn	3
200338	Câu danh ngôn sau là cüa ai? Ğß¶ng do ği mà có, l¸ch sØ là do ngß¶i viªt ra. M²i bß¾c ği hành ğµng ğ«u là ğang viªt nên l¸ch sØ cüa chúng ta	Cát H°ng Xß½ng	Dß½ng H± Thành	Phùng Ng÷c Tß¶ng	#	#	#	1	-1	-1	-1	-1	-1	Tøc ngæ danh ngôn	3
200339	Câu danh ngôn sau là cüa ai? Ğ¶i ngß¶i có th¬ bùng cháy cûng có th¬ møc nát, ta không th¬ møc nát, ta nguy®n ğßşc bùng cháy	Axtrovxki	Traicôpxki	Ibsen	#	#	#	1	-1	-1	-1	-1	-1	Tøc ngæ danh ngôn	3
200340	Câu danh ngôn sau là cüa ai? Nªu bÕn yêu thích giá tr¸ cüa mình, thì bÕn phäi tÕo ra giá tr¸ cho thª gi¾i này	Goethe	Ê-ği-s½n	Victor Hugo	#	#	#	1	-1	-1	-1	-1	-1	Tøc ngæ danh ngôn	3
200341	Câu danh ngôn sau là cüa ai? C± chi l§p ğÕi sñ giä, b¤t duy hæu siêu thª chi tài, di®c t¤t hæu kiên nhçn b¤t bÕt chi chí	Tô ThÑc 	Lı BÕch	Tào Tháo	#	#	#	1	-1	-1	-1	-1	-1	Tøc ngæ danh ngôn	3
200342	Câu danh ngôn sau là cüa ai? Tráng tâm v¸ dæ niên câu lão, tØ khÑ do nång tác quÖ hùng,	Løc Du	Ğào Nguyên Minh	Tô ThÑc 	#	#	#	1	-1	-1	-1	-1	-1	Tøc ngæ danh ngôn	3
200343	Câu danh ngôn sau là cüa ai? Không có lı tß·ng mà lÕi do dñ thiªu quyªt ğoán là tâm lı ğáng sş nh¤t	Bacon	Hegel	Banzac	#	#	#	1	-1	-1	-1	-1	-1	Tøc ngæ danh ngôn	3
200344	Câu danh ngôn sau là cüa ai? Yªn tß¾c hí phiên sài, yên thÑc h°ng hµc du	Tào Thñc	Tào Tháo	Tào Phi	#	#	#	1	-1	-1	-1	-1	-1	Tøc ngæ danh ngôn	3
200345	Câu danh ngôn sau là cüa ai? Cùng thä ích kiên, b¤t ğoÕ thanh vân chi chí	Vß½ng Bµt	Ğ² Phü	Lı BÕch	#	#	#	1	-1	-1	-1	-1	-1	Tøc ngæ danh ngôn	3
200346	Câu danh ngôn sau là cüa ai? Ngña hay trong chu°ng, chí ngoài vÕn d£m; kë sî v« già, chí khí b¤t di®t	Tào Tháo	Gia Cát Lßşng	Tôn Kiên	#	#	#	1	-1	-1	-1	-1	-1	Tøc ngæ danh ngôn	3
200347	Câu danh ngôn sau là cüa ai? Ba quân có th¬ cß¾p tß¾ng, kë vô h÷c không th¬ cß¾p chí	Kh±ng tØ	Tôn tØ	MÕnh tØ	#	#	#	1	-1	-1	-1	-1	-1	Tøc ngæ danh ngôn	3
200348	Câu danh ngôn sau là cüa ai? Chúng ta yêu dân tµc cüa chúng ta, ğó là ğ¥u ngu°n cüa lòng tñ tin cüa chúng ta	Châu Ân Lai	Lßu Thiªu KÏ	Trß½ng Vån Thiên	#	#	#	1	-1	-1	-1	-1	-1	Tøc ngæ danh ngôn	3
200349	Câu danh ngôn sau là cüa ai? Chúng ta là chü nhân cüa ğ¤t nß¾c, nên lo nghî m÷i vi®c cho ğ¤t nß¾c	Lôi Phong	Tiêu Dø Lµc	Lı T¯ L®	#	#	#	1	-1	-1	-1	-1	-1	Tøc ngæ danh ngôn	3
200350	Câu danh ngôn sau là cüa ai? Mµt ngß¶i biªt suy nghî, m¾i là ngß¶i có sÑc mÕnh vô ğ¸ch	Banzac	Niu-t½n	Bacon	#	#	#	1	-1	-1	-1	-1	-1	Tøc ngæ danh ngôn	3
200351	Câu danh ngôn sau là cüa ai? Chí b¤t cß¶ng giä trí b¤t ğÕt	M£c Ğ¸ch	MÕnh tØ	Kh±ng tØ	#	#	#	1	-1	-1	-1	-1	-1	Tøc ngæ danh ngôn	3
200352	Qu¯c gia chª ğµ nô l® ğ¥u tiên cüa Trung Qu¯c là?	HÕ	Châu	Thß½ng	#	#	#	1	-1	-1	-1	-1	-1	Tung hoành bi¬n sØ	4
200353	Ngß¶i l§p ra qu¯c gia chª ğµ nô l® ğ¥u tiên cüa Trung Qu¯c "HÕ" là ai?	Kh·i	Nghiêu	Hoàng Ğª	#	#	#	1	-1	-1	-1	-1	-1	Tung hoành bi¬n sØ	4
200354	Trong l¸ch sØ Trung Qu¯c, ai là ngß¶i tr¸ thuÖ "Tam quá gia môn nhi b¤t nh§p"?	ĞÕi Ngu	Tây Môn Báo	Lı Bång	#	#	#	1	-1	-1	-1	-1	-1	Tung hoành bi¬n sØ	4
200355	Tß½ng truy«n Hoàng ğª và Viêm ğª t×ng xäy ra mµt cuµc chiªn n±i tiªng, tr§n chiªn này · ğâu?	Trác Lµc	Xích Bích	Phì ThuÖ	#	#	#	1	-1	-1	-1	-1	-1	Tung hoành bi¬n sØ	4
200356	Xuân thu ngû bá trong l¸ch sØ, bá có nghîa là gì?	Bá chü tr¤n giæ mµt phß½ng	Ác Bá chuyên làm ği«u ác	Kë chuyên c§y thª b¡t nÕt ngß¶i khác	#	#	#	1	-1	-1	-1	-1	-1	Tung hoành bi¬n sØ	4
200357	Theo thÑ tñ th¶i gian, dß¾i ğây thÑ tñ nào ğúng?	HÕ Thß½ng Châu	Thß½ng HÕ Châu	Châu HÕ Thß½ng	#	#	#	1	-1	-1	-1	-1	-1	Tung hoành bi¬n sØ	4
200358	Ai là ngß¶i l§p nên nhà Thß½ng?	Thang	Kh·i	Trø	#	#	#	1	-1	-1	-1	-1	-1	Tung hoành bi¬n sØ	4
200359	Kinh ğô nhà Thß½ng n¢m · ğâu?	Ân Khß	Cäo Kinh	LÕc „p	#	#	#	1	-1	-1	-1	-1	-1	Tung hoành bi¬n sØ	4
200360	Cu¯i th¶i Thß½ng, Thß½ng Trø Vß½ng bÕo ngßşc, cho xây dñng n½i nào ğ¬ hß·ng lÕc?	Lµc ğài	Ğông Tß¾c ğài	Thiên ğài	#	#	#	1	-1	-1	-1	-1	-1	Tung hoành bi¬n sØ	4
200361	Cu¯i th¶i Thß½ng, Thß½ng Trø Vß½ng bÕo ngßşc, ai ğã l§t ğ± nhà Thß½ng, l§p nên nhà Châu?	Châu Võ Vß½ng	Châu Møc Vß½ng	Châu U Vß½ng	#	#	#	1	-1	-1	-1	-1	-1	Tung hoành bi¬n sØ	4
200362	Châu Võ Vß½ng phÕt Thß½ng Trø, kh·i binh t× ğâu?	KÏ S½n	Côn Luân S½n	Ğãng S½n	#	#	#	1	-1	-1	-1	-1	-1	Tung hoành bi¬n sØ	4
200363	Cu¯i th¶i kÏ Xuân Thu, nß¾c T¤n xäy ra nµi biªn, 3 quy«n th¥n chia nhau nß¾c T¤n, l§p ra 3 nß¾c chß h¥u m¾i, ğó là 3 nß¾c nào?	Tri®u NguÜ Hàn	Tri®u S· T«	Yên Tri®u T«	#	#	#	1	-1	-1	-1	-1	-1	Tung hoành bi¬n sØ	4
200364	Th¶i kÏ Xuân thu, tß¾ng lînh nß¾c T« · Mã Lång ğÕi phá tß¾ng NguÜ Bàng Quyên, v¸ tß¾ng ğó là ai?	Tôn Tçn	Tôn Võ	Tôn Quy«n	#	#	#	1	-1	-1	-1	-1	-1	Tung hoành bi¬n sØ	4
200365	Th¶i kÏ Xuân thu, tß tß·ng gia ğÕi bi¬u cho Nho gia là ai?	Kh±ng Khßu	MÕnh Kha	M£c Ğ¸ch	#	#	#	1	-1	-1	-1	-1	-1	Tung hoành bi¬n sØ	4
200366	Th¶i kÏ Xuân thu, tß tß·ng gia ğÕi bi¬u cho ĞÕo gia là ai?	Lı Nhî	Kh±ng Khßu	Quän Tr÷ng	#	#	#	1	-1	-1	-1	-1	-1	Tung hoành bi¬n sØ	4
200367	T× Xuân thu chuy¬n sang Chiªn qu¯c, sñ ki®n nào có tính tiêu bi¬u?	Tam gia phân T¤n	Cµng hoà hành chính	T« qu¯c xßng bá	#	#	#	1	-1	-1	-1	-1	-1	Tung hoành bi¬n sØ	4
200368	Th¶i kÏ Chiªn qu¯c, nß¾c chß h¥u phía Tây có thü ğô là Hàm Dß½ng, c§y binh lñc mÕnh khinh thß¶ng Trung Nguyên là nß¾c nào?	T¥n	NguÜ	S·	#	#	#	1	-1	-1	-1	-1	-1	Tung hoành bi¬n sØ	4
200369	Th¶i kÏ Chiªn qu¯c, thü ğô nß¾c T¥n · ğâu?	Hàm dß½ng	Kª Kinh	Hàm Ğan	#	#	#	1	-1	-1	-1	-1	-1	Tung hoành bi¬n sØ	4
200370	Th¶i kÏ Chiªn qu¯c, thü ğô nß¾c S· · ğâu?	Giang Lång	Hàm dß½ng	Hàm Ğan	#	#	#	1	-1	-1	-1	-1	-1	Tung hoành bi¬n sØ	4
200371	Th¶i kÏ Chiªn qu¯c, thü ğô nß¾c Yên · ğâu?	Kª Kinh	Hàm dß½ng	Tân Tr¸nh	#	#	#	1	-1	-1	-1	-1	-1	Tung hoành bi¬n sØ	4
200372	Th¶i kÏ Chiªn qu¯c, thü ğô nß¾c Hàn · ğâu?	Tân Tr¸nh	Hàm Ğan	ĞÕi Lß½ng	#	#	#	1	-1	-1	-1	-1	-1	Tung hoành bi¬n sØ	4
200373	Th¶i kÏ Chiªn qu¯c, thü ğô nß¾c Tri®u · ğâu?	Hàm Ğan	Lâm Tri	Kª Kinh	#	#	#	1	-1	-1	-1	-1	-1	Tung hoành bi¬n sØ	4
200374	Th¶i kÏ Chiªn qu¯c, thü ğô nß¾c NguÜ · ğâu?	ĞÕi Lß½ng	Lâm Tri	Tân Tr¸nh	#	#	#	1	-1	-1	-1	-1	-1	Tung hoành bi¬n sØ	4
200375	Th¶i kÏ Chiªn qu¯c, thü ğô nß¾c T« · ğâu?	Lâm Tri	ĞÕi Lß½ng	Hàm Ğan	#	#	#	1	-1	-1	-1	-1	-1	Tung hoành bi¬n sØ	4
200376	Th¶i kÏ Chiªn qu¯c, nß¾c T¥n và nß¾c Tri®u xäy ra tr§n chiªn n±i tiªng Trß¶ng Bình chi chiªn, ai là chü tß¾ng nß¾c Tri®u?	Tri®u Quát	Tri®u Vân	Tri®u Suy	#	#	#	1	-1	-1	-1	-1	-1	Tung hoành bi¬n sØ	4
200377	Nhà vån h÷c n±i tiªng th¶i Chiªn qu¯c Khu¤t Nguyên, là ngß¶i nß¾c nào?	S·	T«	Tri®u	#	#	#	1	-1	-1	-1	-1	-1	Tung hoành bi¬n sØ	4
200378	Nhà vån h÷c n±i tiªng th¶i Chiªn qu¯c Khu¤t Nguyên, t×ng nh§m chÑc ğÕi phu gì?	Tam lß	Gián ngh¸	Trung thß	#	#	#	1	-1	-1	-1	-1	-1	Tung hoành bi¬n sØ	4
200379	Th¶i kÏ Chiªn qu¯c, ai là ngß¶i thi hành biªn pháp · nß¾c T¥n?	Thß½ng ¿½ng	Lı Tß	Lı Khôi	#	#	#	1	-1	-1	-1	-1	-1	Tung hoành bi¬n sØ	4
200380	Nhà tß tß·ng Nho gia n±i tiªng th¶i kÏ Chiªn qu¯c MÕnh Kha, t×ng ğ« ra quan ği¬m gì?	Nhân chính	Phi công	Pháp tr¸	#	#	#	1	-1	-1	-1	-1	-1	Tung hoành bi¬n sØ	4
200381	Th¶i kÏ Chiªn qu¯c, Tri®u Linh Vß½ng t×ng ğ« ra chü trß½ng gì?	H° phøc kÜ xÕ	Bách gia tranh minh	Thiên hÕ vi công	#	#	#	1	-1	-1	-1	-1	-1	Tung hoành bi¬n sØ	4
200382	Th¶i kÏ Chiªn qu¯c xäy ra cuµc chiªn Yên T«, tß¾ng T« dùng hoä ngßu tr§n phá quân Yên, v¸ tß¾ng này là ai?	Ği«n Ğ½n	Ği«n Phong	Ği«n Châu	#	#	#	1	-1	-1	-1	-1	-1	Tung hoành bi¬n sØ	4
200383	Cu¯i th¶i Chiªn qu¯c, T¥n di®t sáu nß¾c, hi®u cüa T¥n vß½ng là gì?	T¥n ThuÖ Hoàng	T¥n Vß½ng nh¤t thª	T¥n Thái T±	#	#	#	1	-1	-1	-1	-1	-1	Tung hoành bi¬n sØ	4
200384	L§p nên tri«u T¥n, ThuÖ Hoàng l§p ra 36 ğ½n v¸ hành chính, g÷i là gì?	Qu§n	Phü	Tïnh	#	#	#	1	-1	-1	-1	-1	-1	Tung hoành bi¬n sØ	4
200385	T¥n ThuÖ Hoàng huy ğµng g² ğ¤t, xây dñng công trình n±i tiªng thª gi¾i nào?	VÕn Lı Trß¶ng Thành	C¯ Cung	Ğông Tß¾c ğài	#	#	#	1	-1	-1	-1	-1	-1	Tung hoành bi¬n sØ	4
200386	Thái thú Thøc qu§n Lı Bång có c¯ng hiªn to l¾n trong thuÖ lşi, ông ta xây dñng công trình thuÖ lşi l¾n nào?	Ğ§p Ğô giang	Kênh Tr¸nh qu¯c	Sông ğào Kinh Hàng	#	#	#	1	-1	-1	-1	-1	-1	Tung hoành bi¬n sØ	4
200387	Cu¯i ğ¶i T¥n, Tri®u Cao chuyên quy«n, ông ta làm cách nào ğ¬ biªt ğµ trung thành cüa qu¥n th¥n?	Chï Lµc Vi Mã	Chï ğông ğä tây	Chï bøng ğ¸nh hôn	#	#	#	1	-1	-1	-1	-1	-1	Tung hoành bi¬n sØ	4
200388	Cu¯i ğ¶i T¥n, bách tính không ch¸u áp bÑc, Tr¥n Th¡ng Ngô Quäng phát ğµng kh·i nghîa · ğâu?	ĞÕi TrÕch Hß½ng	Ğãng S½n	Ğ°ng Quan	#	#	#	1	-1	-1	-1	-1	-1	Tung hoành bi¬n sØ	4
200389	Cu¯i ğ¶i T¥n, Lßu Bang ngß¶i huy®n Bái kh·i quân phÕt T¥n, kh·i binh · ğâu?	Ğãng S½n	ĞÕi TrÕch Hß½ng	Qu§n An Dß½ng	#	#	#	1	-1	-1	-1	-1	-1	Tung hoành bi¬n sØ	4
200390	Cu¯i ğ¶i T¥n, chß h¥u kh·i nghîa, v« sau có hai nß¾c chß h¥u tranh bá, l¸ch sØ g÷i là gì?	Hán s· tranh hùng	Tam qu¯c ğïnh l§p	Th§p qu¯c chi loÕn	#	#	#	1	-1	-1	-1	-1	-1	Tung hoành bi¬n sØ	4
200391	Th¶i kÏ Hán S·, tr§n Hàn Tín c¥m quân nhà Hán phá quân S· vß½ng HÕng T¸ch, l¸ch sØ g÷i là gì?	Cai HÕ chi chiªn	Xích Bích chi chiªn	Phì ThuÖ chi chiªn	#	#	#	1	-1	-1	-1	-1	-1	Tung hoành bi¬n sØ	4
200392	Th¶i kÏ Hán S·, Tiêu Hà, Hàn Tín cùng v¾i ai ğßşc m®nh danh là "Hán tam ki®t"?	Trß½ng Lß½ng	Trß½ng Phi	Trß½ng Thanh	#	#	#	1	-1	-1	-1	-1	-1	Tung hoành bi¬n sØ	4
200393	Trong l¸ch sØ, ai là ngß¶i l§p nên nhà Hán?	Lßu Bang	Lßu Tú	Lßu Tri®t	#	#	#	1	-1	-1	-1	-1	-1	Tung hoành bi¬n sØ	4
200394	Hán Vû Ğª tên là gì?	Lßu Tri®t	Lßu Bang	Lßu Tú	#	#	#	1	-1	-1	-1	-1	-1	Tung hoành bi¬n sØ	4
200395	Hán Trß½ng Kiên ği sÑ Tây Vñc, v§y Tây Vñc là chï?	Nß¾c chß h¥u phía Tây B¡c	Nß¾c chß h¥u phía Ğông B¡c	Nß¾c chß h¥u phía Tây Nam	#	#	#	1	-1	-1	-1	-1	-1	Tung hoành bi¬n sØ	4
200396	Hán Quang Vû Ğª tên là gì?	Lßu Tú	Lßu An	Lßu Tri®t	#	#	#	1	-1	-1	-1	-1	-1	Tung hoành bi¬n sØ	4
200397	Th¶i Hán Vû Ğª Hán Cänh Ğª, thi hành chính sách hßu sinh dßŞng tÑc, trên l¸ch sØ g÷i là gì?	Vån cänh chi tr¸	Khai nguyên th¸nh thª	Trinh quan chi tr¸	#	#	#	1	-1	-1	-1	-1	-1	Tung hoành bi¬n sØ	4
200398	Cu¯i ğ¶i Hán, Th§p thß¶ng th¸ làm loÕn, v§y Th§p thß¶ng th¸ là gì?	HoÕn quan	ĞÕi th¥n	Chß h¥u	#	#	#	1	-1	-1	-1	-1	-1	Tung hoành bi¬n sØ	4
200399	Cu¯i ğ¶i Hán, Ğ±ng Trác ğ¯t LÕc Dß½ng, d¶i ğô ğªn ğâu?	Trß¶ng An	Thành Ğô	An Dß½ng	#	#	#	1	-1	-1	-1	-1	-1	Tung hoành bi¬n sØ	4
200400	Th¶i tam qu¯c, ai ğã t×ng làm thái thú B¡c Häi?	Kh±ng Dung	Ğào Khiêm	Vß½ng Lãng	#	#	#	1	-1	-1	-1	-1	-1	Tung hoành bi¬n sØ	4
200401	Th¶i tam qu¯c, Lßu Quan Trß½ng kªt nghîa · ğâu?	Vß¶n ğào	Lı viên	Vß¶n dßa	#	#	#	1	-1	-1	-1	-1	-1	Tung hoành bi¬n sØ	4
200402	Nhàn nhân mi­n tiªn hi«n nhân tiªn, vª sau là gì?	ĞÕo giä mÕc lai ğÕo giä lai	Nhàn nhân mi­n xu¤t hi«n nhân tiªn	Thiên niên thø hÕ phán tr¥n tØu	#	#	#	1	-1	-1	-1	-1	-1	Câu ğ¯i hay	3
200403	Kim tiêu tiêu hÕ, vª sau là gì?	Minh thiên thuÜ giác	Minh hß·ng thß·ng hoa	Minh th¥n t¸ thØ	#	#	#	-1	1	-1	-1	-1	-1	Câu ğ¯i hay	3
200404	Sß½ng giáng giáng sß½ng, thuÏ liên sß½ng phø song cß¾c lãnh, vª sau là gì?	C¯c vû vû c¯c, ngã tích cô nß½ng cô thân hàn	Thiên giáng ğÕi nhi®m, tha ái ti¬u næ ğa tài ki®t	Phong thßşng tài phong, phong xuy phong ğµng phong b¤t ğµng	#	#	#	1	-1	-1	-1	-1	-1	Câu ğ¯i hay	3
200405	S¯ ği¬m mai hoa vong qu¯c cån, vª sau là gì?	Tam phân minh nguy®t c¯ th¥n tâm	Nh¤t phân minh nguy®t c¯ th¥n tâm	S¯ phân minh nguy®t c¯ th¥n tâm	#	#	#	1	-1	-1	-1	-1	-1	Câu ğ¯i hay	3
200406	Tä quÖ tä yêu cao nhân nh¤t ğÆng, vª sau là gì?	Thích tham thích ngßşc nh§p mµc tam phân	Thích tham thích ngßşc nh§p mµc ngû phân	Thích tham thích ngßşc nh§p mµc nh¸ phân	#	#	#	1	-1	-1	-1	-1	-1	Câu ğ¯i hay	3
200407	Nh¤t ngôn cØu ğïnh, vª sau là gì?	VÕn tñ thiên quân	Chï tñ vÕn quân	Chï tñ thiên quân	#	#	#	-1	-1	1	-1	-1	-1	Câu ğ¯i hay	3
200408	Xuân h°i ğÕi ğ¸a, vª sau là gì?	Ái mãn nhân gian	Tình mãn nhân gian	Phúc mãn nhân gian	#	#	#	-1	-1	1	-1	-1	-1	Câu ğ¯i hay	3
200409	Tam ğÕi hÕ thß½ng châu, vª sau là gì?	TÑ t× phong nhã tøng	Løc thi phong nhã tøng	TÑ thi phong nhã tøng	#	#	#	-1	-1	1	-1	-1	-1	Câu ğ¯i hay	3
200410	Nhân hà nhi ğ¡c ngçu, vª sau là gì?	Hæu hÕnh b¤t tu ğào	Hæu hÕnh b¤t tu mai	Hæu ğào b¤t tu mai	#	#	#	-1	1	-1	-1	-1	-1	Câu ğ¯i hay	3
200411	Chï chu¦n châu quan phóng hoä, vª sau là gì?	B¤t hÑa bách tính ği¬m sài	Tñu hÑa bách tính ği¬m ğång	B¤t hÑa bách tính ği¬m ğång	#	#	#	-1	-1	1	-1	-1	-1	Câu ğ¯i hay	3
200412	Häi nÕp bách xuyên, hæu dung nãi ğÕi, vª sau là gì?	Bích l§p vÕn nh§n, vô døc t¡c cß½ng	Bích l§p th§p nh§n, vô døc t¡c cß½ng	Bích l§p thiên nh§n, vô døc t¡c cß½ng	#	#	#	-1	-1	1	-1	-1	-1	Câu ğ¯i hay	3
200413	Ninh tác ng÷c toái, vª sau là gì?	B¤t v¸ thÕch toàn	B¤t v¸ ngoã toàn	B¤t v¸ chuyên toàn	#	#	#	-1	1	-1	-1	-1	-1	Câu ğ¯i hay	3
200414	Th§p kh¦u tâm tß, tß qu¯c tß gia tß xã t¡c, vª sau là gì?	Ngû møc cµng thß·ng, thß·ng phong thß·ng nguy®t thß·ng thu hß½ng	Bát nhãn cµng thß·ng, thß·ng phong thß·ng nguy®t thß·ng thu hß½ng	Bát møc cµng thß·ng, thß·ng phong thß·ng nguy®t thß·ng thu hß½ng	#	#	#	-1	1	1	-1	-1	-1	Câu ğ¯i hay	3
200415	Nh¸, tam, tÑ, ngû, vª sau là gì?	Løc, tam, bát, cØu	Løc, th¤t, bát, cØu	Th¤t, bát, cØu, th§p	#	#	#	-1	1	-1	-1	-1	-1	Câu ğ¯i hay	3
200416	Nh¤t, nh¸, tam, tÑ, ngû, løc, th¤t, vª sau là gì?	Hiªu, ğ­, trung, tín, l­, nghîa, khiêm	Hiªu, sï, trung, tín, l­, nghîa, khiêm	Hiªu, ğ­, sï, tín, l­, nghîa, khiêm	#	#	#	1	-1	-1	-1	-1	-1	Câu ğ¯i hay	3
200417	Løc súc hßng viêng, vª sau là gì?	Ngû lß½ng phong tr×ng	Ngû c¯c phong tr×ng	Tam c¯c phong tr×ng	#	#	#	-1	1	-1	-1	-1	-1	Câu ğ¯i hay	3
200418	Di­m dß½ng chiªu ğÕi ğ¸a, vª sau là gì?	Xuân s¡c mãn nhân gian	Xuân tình mãn nhân gian	Xuân s¡c giáng nhân gian	#	#	#	1	-1	-1	-1	-1	-1	Câu ğ¯i hay	3
200419	XÑ xÑ xuân quang häo, vª sau là gì?	Ngã gia khí tßşng tân	Gia gia khí tßşng tân	ĞÕi gia khí tßşng tân	#	#	#	-1	1	-1	-1	-1	-1	Câu ğ¯i hay	3
